account_id,customer_name,ship_address,ship_city,ship_state,ship_zip,email,contact_phone,order_count,last_order,item_category,order_amount
500548,Deborah Andersen,3364 Ann Way,Paradise,NV,89109,deborah.anderson35@icloud.com,(725) 555-6638,1,2024-12-31,Monitor,577.0
500549,Nick Webb,9886 Hualapai Lane,Las Vegas,NV,89101,nicholas.webb31@hotmail.com,(725) 555-1738,1,2024-03-12,Laptop,2379.22
500550,Sandra Tran,2142 Lamb Pkwy Apt 15,Henderson,NV,89011,sandra.tran15@icloud.com,(702) 555-1787,1,2024-01-14,Accessory,176.69
500551,Benjamin Richardson,3801 Cheyenne Ct,Henderson,NV,89052,benjamin.richardson22@outlook.com,(725) 555-3626,1,2025-03-26,Software,302.47
500552,Diego Herrera,8303 Cheyenne Rd,Henderson,NV,89011,diego.herrera3@yahoo.com,(725) 555-2051,1,2024-11-04,Warranty,368.84
500553,Heather Lopez,5646 Sunset Ln,Las Vegas,NV,89119,heather.lopez36@yahoo.com,(725) 555-9476,1,2025-08-27,Monitor,575.78
500554,Frank Davies,1081 Buffalo Rd,Las Vegas,NV,89117,frank.davis79@gmail.com,(725) 555-4265,1,2024-11-13,Monitor,152.39
500555,Jack Tran,7406 Warm Way,Las Vegas,NV,89101,jack.tran47@gmail.com,(725) 555-4002,1,2024-05-16,Desktop,1431.43
500556,Carl Ward,2320 Carey St,Henderson,NV,89011,carl.ward86@gmail.com,(702) 555-9267,7,2025-12-23,Desktop,1587.74
500557,Anthony Hayes,4245 Silverado St,Las Vegas,NV,89101,anthony.wright36@outlook.com,(702) 555-7041,1,2024-02-14,Warranty,95.92
500558,Dorothy Cole,1696 Eastern Way,North Las Vegas,NV,89031,dorothy.cole97@gmail.com,(702) 555-6546,1,2024-12-27,Laptop,2045.95
500559,Patricia Edwards,8767 Silverado St,Paradise,NV,89109,patricia.edwards4@outlook.com,(702) 555-4816,1,2025-09-21,Tablet,871.18
500560,Bryan Wells,5588 Tropicana St,Paradise,NV,89109,brian.wells53@hotmail.com,(725) 555-5368,1,2025-03-22,Tablet,642.96
500561,Carolyn Graham,9091 Washington Rd,Las Vegas,NV,89117,,(702) 555-7504,1,2024-12-15,Printer,142.77
500562,Jacob Cole,3532 Charleston Pkwy,North Las Vegas,NV,89031,jacob.cole73@gmail.com,(725) 555-7957,1,2025-04-12,Printer,345.95
500563,Kevin Hamilton,8139 Owens Way Apt 38,Summerlin,NV,89135,kevin.hamilton23@outlook.com,(725) 555-4953,1,2025-01-13,Printer,759.6
500564,Henry Miller,7246 Nellis Road,Paradise,NV,89109,henry.miller3@gmail.com,(725) 555-7813,1,2024-12-12,Desktop,1694.86
500565,Liz Young,765 Losee St,Henderson,NV,89011,elizabeth.young67@icloud.com,(702) 555-7161,1,2025-04-01,Desktop,1142.05
500566,Mark Sullivan,3815 Boulder Blvd,Paradise,NV,89109,mark.sullivan63@icloud.com,(725) 555-9507,1,2025-10-27,Printer,249.08
500567,Nathan Thompson,2149 Windmill Blvd,North Las Vegas,NV,89031,nathan.thompson9@outlook.com,(725) 555-5001,1,2024-12-30,Warranty,444.63
500568,Joe Martin,9658 Eastern Dr,Summerlin,NV,89135,joseph.martin26@icloud.com,(702) 555-4729,1,2025-02-04,Desktop,1241.95
500569,Dana Lewis,3066 Bonanza Way Apt 11,Henderson,NV,89052,dana.lewis39@outlook.com,(702) 555-2078,1,2025-07-11,Accessory,207.36
500570,Thomas Vargas,858 Rampart Ln,Henderson,NV,89052,thomas.vargas54@gmail.com,(725) 555-3625,1,2025-01-08,Accessory,207.55
500571,Ethan Johnson,7258 Centennial Dr Apt 10,Summerlin,NV,89135,ethan.johnson50@hotmail.com,(702) 555-5073,1,2025-06-11,Laptop,1750.35
500572,Samuel Reyes,5104 Charleston Pkwy,Summerlin,NV,89135,samuel.reyes82@icloud.com,(725) 555-9997,1,2024-12-25,Software,489.96
500573,Debra Brown,5900 Diamond Ct Apt 35,North Las Vegas,NV,89031,debra.brown15@yahoo.com,(725) 555-1012,1,2025-08-09,Warranty,412.69
500574,Patricia Bryant,6158 Sunset Ave,Summerlin,NV,89135,patricia.bryant79@outlook.com,(725) 555-4919,1,2024-09-04,Accessory,202.17
500575,Kimberley Chavez,3241 Alta Rd Apt 14,Summerlin,NV,89135,kimberly.chavez23@gmail.com,(702) 555-5426,1,2025-08-03,Desktop,1384.41
500576,Kevin Watson,2452 Gibson Pkwy Apt 9,Las Vegas,NV,89119,kevin.watson16@gmail.com,(702) 555-7265,1,2024-03-24,Laptop,1488.86
500577,Carl Ward,7798 Flamingo Ln,Henderson,NV,89011,carl.ward86@gmail.com,(702) 555-9267,7,2025-09-20,Monitor,559.36
500578,Eric Cole,1004 Gibson St Ste 102,Las Vegas,NV,89101,eric.cole89@yahoo.com,(702) 555-3280,5,2024-07-24,Warranty,165.49
500579,Samuel Castillo,7207 Owens Way,North Las Vegas,NV,89031,samuel.castillo56@hotmail.com,(702) 555-6049,1,2024-12-16,Monitor,421.19
500580,Morgan Powell,8021 Carey Way,Paradise,NV,89109,morgan.powell54@yahoo.com,(725) 555-7687,1,2025-05-16,Printer,386.11
500581,Bob Patel,8664 Russell Ln,Henderson,NV,89052,robert.patel87@gmail.com,(702) 555-2580,1,2025-05-28,Laptop,1168.67
500582,Dianne Tran,4773 Horizon Blvd Apt 2,Henderson,NV,89052,diane.tran26@hotmail.com,(725) 555-4199,1,2025-03-06,Software,210.27
500583,Daniel Fernandez,642 Losee Rd,Las Vegas,NV,89119,daniel.fernandez31@yahoo.com,(725) 555-8286,1,2025-05-29,Laptop,1474.66
500584,Hannah Andersen,4247 Blue Dr,North Las Vegas,NV,89031,hannah.anderson72@hotmail.com,(725) 555-1750,1,2024-01-22,Printer,733.14
500585,Betty Owens,8346 Lamb St Apt 1,Las Vegas,NV,89101,betty.owens65@yahoo.com,(702) 555-4552,1,2025-04-03,Warranty,71.43
500586,Joshua Cox,5298 Jones Ln,Las Vegas,NV,89119,jcox91@yahoo.com,(702) 555-3618,1,2025-03-27,Desktop,1266.2
500587,John Davies,611 Pecos Rd,Summerlin,NV,89135,john.davis59@hotmail.com,(702) 555-8533,1,2024-06-05,Monitor,511.8
